RDKIT_SMILES,SMILES,MHFP
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944]
CC(C)C(=O)C(F)(C(F)(F)F)C(F)(F)F,CC(C)C(=O)C(F)(C(F)(F)F)C(F)(F)F,[192331950 256570935 232751249 ... 611624164 105626007 244387368]
O=C(N1CCCCC1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)N1CCCCC1)C(F)(F)F,[   853465   9635651 107816900 ... 194511214  23638503  71007262]
FC(F)(F)C(F)(F)C(F)(F)CC1CO1,FC(F)(F)C(F)(F)C(F)(F)CC1CO1,[ 78558515 115150703 107816900 ...  52063218  91993927 145874996]
CCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"CCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F |lp:2:1,5:2,8:2,10:2,11:2,13:3,14:3,16:3,17:3,19:3,20:3,22:3,23:3,25:3,26:3,28:3,29:3,31:3,32:3,34:3,35:3,36:3,Sg:n:7,6,5::ht|",[ 34574211  32511046  17313015 ... 136323818 138388023  98778836]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944]
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,[  1426846 154242801 107816900 ... 207038152  47326567  22160906]
F/C(=C(/F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,F\C(=C(\F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,[349253427 147051302 155709947 ...  65874932  25505383 201568010]
CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  40010548  14316170 ...   8587256 281920279 151237944]
CC[Si](CC)(CC)Oc1ccc(CCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1O[Si](CC)(CC)CC,CC[Si](CC)(CC)OC1=C(O[Si](CC)(CC)CC)C=C(CCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[129455665   6721701  97181807 ... 109480764  43796935 151237944]
C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(COC(=O)C=C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  85244370  97181807 ... 171882282  43796935 151237944]
Cc1c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[nH]c2ccccc12,CC1=C(NC2=C1C=CC=C2)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 28342675  39139378  63689098 ... 120433618  63876583  67475700]
O=CCC(F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(CC=O)C(F)(F)F,[354323625 276210056 232751249 ... 472237856 422801479 186891834]
C=CCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCC=C,[250618452 104111782  97181807 ...   1095206 281920279  88906274]
O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,[ 38710845 104111782  97181807 ... 307714696 281920279 151237944]
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 58689828 196028059 107816900 ... 242954790 101296679 110864490]
CCSc1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,CCSC1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,[ 25127141  49018156  63360499 ...  63751395 401747255 233420030]
CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
CCCCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944]
O=C(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,[294229926 310083695  11781626 ... 558891155 105626007  24279956]
CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1SCC(C)C,CCC1=C(SCC(C)C)C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F,[ 52793636  34348060  63360499 ... 183967038 277926551  11852866]
O=C(O)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,OC(=O)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,[337280527 263910993  92943922 ... 240306396 212425863 157289858]
OC(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(C1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[230466123 104111782  97181807 ... 215679073 281920279  29516144]
O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[Na+].[O-]S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[174296072  88536630  14985936 ... 155853978  31600839 151237944]
O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)c1ccccc1S(=O)(=O)O,[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[ 35941647 111849923  17313015 ... 210694286 240371511  29516144]
CCCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,CCCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[217845993 215423514 107816900 ...  88808901  43796935  98778836]
O=C(CCCCC(=O)OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)COC(=O)CCCCC(=O)OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  97181807 ...  58849484  43796935 151237944]
CNc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,CNC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  96422459 101645676 ... 271750425 111393351 107724166]
CC(C)COC(=O)C(CC(C(=O)OCC(C)C)C(=O)OCC(C)C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,CC(C)COC(=O)C(CC(C(=O)OCC(C)C)C(=O)OCC(C)C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312   8492060 107816900 ...  36440206 244766615 108474474]
O=C(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N1CCOCC1,[250618452   8492060  12560177 ... 194511214  15151879 151237944]
CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  55547398  97181807 ... 129030002 124409255 151237944]
FC(F)(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)I,[250618452 104111782  63064138 ... 171882282  43796935 151237944]
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,[ 19469312  85244370  18439196 ...  15279529  43796935 151237944]
O=C(/C=C/C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[H]\C(=C(\[H])C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 14630029  78691711  97181807 ... 291378977  48749239  64829236]
FC(F)(F)C(I)CC(F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(I)CC(F)(C(F)(F)F)C(F)(F)F,[308643836  57334737 232751249 ...  48551759  52429719 152353438]
CSc1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,CSC1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,[ 52793636 191941852  63360499 ...  63751395 401747255  19947800]
N#Cc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC1=CC=C(C=C1)C#N,[250618452 107055568  17313015 ... 187714554 107222071  29302852]
OC(CBr)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,OC(CBr)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  38955170 107816900 ... 186412826 103665623 128809922]
CC1CCC(C(F)(C(F)(F)F)C(F)(F)F)C(O)C1,CC1CCC(C(O)C1)C(F)(C(F)(F)F)C(F)(F)F,[192331950    251635  26502836 ... 160236617 417101319  81234300]
CCN(CCOP(=O)(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN(CCOP(=O)(OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818  55416695 151237944]
OCc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,OCC1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F,[343908383 149299984 232751249 ... 581763526   6451911  55994378]
CCOC(=O)C(CC(=O)O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)C(CC(O)=O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312   8492060  14316170 ... 194511214 128582311 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cccc(P(c2cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c2cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(=CC=C1)P(C1=CC=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[115611454 104111782  26425151 ... 154732742 281920279 107724166]
CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  18439196 ...  15279529  43796935 151237944]
N#CC(F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(C#N)C(F)(F)F,[186648780 205301672 232751249 ... 611624164  36637223 261466434]
O=C(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465  90791381 107816900 ...  65408281  23638503  71007262]
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  85821563  97181807 ...  65874932 281920279 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCBr,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCBr,[250618452 104111782  97181807 ...  16631887 223519367 151237944]
O=C1C2C3C=CC(C3)C2C(=O)N1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)ON1C(=O)C2C3CC(C=C3)C2C1=O,[250618452 107055568  17313015 ...  87223440  40311735  29302852]
Fc1c(F)c(C(F)(C(F)(F)F)C(F)(F)F)c(F)c(F)c1C(Cl)(Cl)Cl,FC1=C(F)C(=C(F)C(F)=C1C(Cl)(Cl)Cl)C(F)(C(F)(F)F)C(F)(F)F,[111000236  11012944 232751249 ...  44070976 391690167 169374042]
O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,OC(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,[250618452  93916380  92943922 ... 240306396  68472071  73407762]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  52429719 151237944]
OCC(I)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCC(I)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[162730846 104111782  97181807 ... 330153186  14046279  62965086]
COc1ccc(CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1OC,COC1=C(OC)C=C(CCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[250618452   8492060 107816900 ... 194511214 121324823 151237944]
O=C(O)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,OC(=O)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[149537069 215423514  95264338 ... 244759987  68472071 150964318]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 281920279 151237944]
Nc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,NC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  79512453 107816900 ... 321796966 111393351 107724166]
Nc1ccccc1C(F)(C(F)(F)F)C(F)(F)F,NC1=CC=CC=C1C(F)(C(F)(F)F)C(F)(F)F,[138816069  79512453 191833959 ... 215679073 107767783  29516144]
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O,[250618452 104111782  17313015 ... 155853978 281920279 151237944]
CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 104111782  14316170 ... 171882282  43796935 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCC1CO1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCC1CO1,[250618452 104111782  97181807 ...  67219091 281920279 151237944]
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[  1426846 154242801 107816900 ... 207038152  47326567  22160906]
CN(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   1815513  17313015 ... 171882282  43796935  27743636]
C=CC(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(OC(=O)C=C)(C(F)(F)F)C(F)(F)F,[   853465  90791381 107816900 ... 186412826  23638503  71007262]
O=C1c2ccccc2C(=O)c2c(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cccc21,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O,[78370522  8492060 41603599 ... 54552999 22037863 29516144]
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,[198202562 196028059  11501872 ... 145799486 101296679  70269816]
FC(F)(F)C(F)(F)C(F)(F)c1cc2ccccc2[nH]1,FC(F)(F)C(F)(F)C(F)(F)C1=CC2=CC=CC=C2N1,[  6233941  39139378  63689098 ... 194445692  63876583   5446964]
C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,[H]N(C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(N([H])C(=O)OC(C)COC(=O)C(C)=C)=C(C)C=C1,[  1426846  33988699  17313015 ... 136323818 111393351  22160906]
CC(=O)Nc1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,CC(=O)NC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,[250618452 246413116 107816900 ... 176223008  22685495  41236088]
C=C1CN(C(C)=O)CC1CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C1,[ 43491808   8135080  97181807 ... 159648353  22685495 151237944]
O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[Na+].[O-]S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[174296072  67733975  14985936 ... 253630925  31600839 151237944]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Sn](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=CC=C1,[ 83248298 104111782  82667786 ...  21131108  43796935 151237944]
O=S(=O)(Cl)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)S(Cl)(=O)=O,[ 73671004 104111782  16560844 ... 321796966 281920279 107724166]
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)F,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)F,[  1426846 154242801  18439196 ...  15279529 207632695  22160906]
CCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)F,CCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672 107816900 ...  58849484  52429719 151237944]
CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[169363306 505728944  92943922 ...  92201024 265190135 151237944]
O=c1cc(C(F)(F)C(F)(F)C(F)(F)F)[nH]c(=S)[nH]1,FC(F)(F)C(F)(F)C(F)(F)C1=CC(=O)NC(=S)N1,[ 73410057  21313982 107816900 ... 194445692  63876583 107724166]
O=S(=O)(OCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 107055568  17313015 ...  25029786 107222071  24766088]
O=C(F)C1(C(F)(F)F)OC(F)(F)C(F)(C(F)(F)F)O1,FC(=O)C1(OC(F)(F)C(F)(O1)C(F)(F)F)C(F)(F)F,[   853465   9635651 108979564 ...  65408281  69108455  68678548]
FC(F)(F)C(F)(F)C(F)(F)CCCCI,FC(F)(F)C(F)(F)C(F)(F)CCCCI,[250618452 320786895 107816900 ...  16631887 281920279  24985098]
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944]
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O,[250618452  67733975  17313015 ... 253630925 281920279 151237944]
OCC(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"OCC(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F |lp:0:2,4:2,8:3,9:3,11:3,12:3,14:3,15:3,17:3,18:3,19:3,20:2,24:3,25:3,27:3,28:3,30:3,31:3,33:3,34:3,35:3,Sg:n:9,8,7:1-15:ht,Sg:n:25,24,23:1-15:ht|",[ 26971102  40824953  92825102 ... 401661047 281920279   5639700]
FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccc(P(c2ccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(CC1=CC=C(C=C1)P(C1=CC=C(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)C1=CC=C(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)(C(F)(F)F)C(F)(F)F,[250618452 194315160  92943922 ...  92201024 281920279  93860188]
