SMILES,RDKIT_SMILES,RDKIT_SMILES_help
FC(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,O=C(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346cb0>
CC(=O)NC1=CC=C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,CC(=O)Nc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346850>
OP(=O)(OC(C1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=CC=C1,O=P(O)(OC(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff3462b0>
F\C(=C(\C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,F/C(=C(/C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346120>
FC(F)(F)C(F)(F)C(F)(F)C1=NC(=O)ON1,O=c1nc(C(F)(F)C(F)(F)C(F)(F)F)[nH]o1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346b20>
FC(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,FC(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff3463f0>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346e40>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346a30>
CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff3461c0>
CN(CCO)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCO)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff3469e0>
OC1=CC=CC(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,Oc1cccc(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346f30>
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff3463a0>
[Na+].[H]N(CC1=CC=CC=C1S([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(O)c1ccccc1CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346a80>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=C,C=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346670>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC=C,C=CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346210>
FC(F)C(F)(F)COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(OCC(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff3460d0>
CC(=O)OCC(I)CC(F)(F)C(F)(F)C(F)(F)F,CC(=O)OCC(I)CC(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff3468f0>
CCN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)F,CCN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346c60>
CCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346170>
FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346df0>
FC(F)C(F)(F)C(F)(F)C(F)(F)[Si](Cl)(Cl)Cl,FC(F)C(F)(F)C(F)(F)C(F)(F)[Si](Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346260>
CCOC(=O)C1=C(N=C2C=CC=CN12)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)c1c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc2ccccn12,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346990>
CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346e90>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOC(=O)C=C,C=CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff3467b0>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C/C1=CC=CC=C1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C\c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346080>
Cl.CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346ad0>
CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1ccc(S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346f80>
OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346350>
FC1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1,O=C(Nc1ccc(F)cc1)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346800>
OCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,O=C(NCCO)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346440>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346490>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff3468a0>
FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346620>
[I-].C[N+](CCO)(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](CCO)(CCO)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346d00>
CN(CCOC(=O)C=C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(=O)OCCN(C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346030>
CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff3466c0>
CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346ee0>
FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346530>
CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff346b70>
[NH4+].[O-]P(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb030>
[H]\C(=C(/[H])C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(/C=C\C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb210>
OCCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,OCCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb3f0>
FC(F)(F)C(F)(CC1CO1)C(F)(F)F,FC(F)(F)C(F)(CC1CO1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbcb0>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)C=C,C=CS(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbb70>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C1=CC=CC=C1,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbd50>
CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,CCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbdf0>
FC(F)(F)C(F)(F)C(F)(F)COP(=O)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,O=P(OCC(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb6c0>
NC(=O)C(F)(C(F)(F)F)C(F)(F)F,NC(=O)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb4e0>
CCOC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbe90>
CCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb170>
CCCCCCCCCCCCCCCCCCN1CC(CN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC1=O,CCCCCCCCCCCCCCCCCCN1CC(CN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbb20>
CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb580>
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbda0>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1COC(=O)O1,O=C1OCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbc10>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=O,O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb800>
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb9e0>
CC(=C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C=C(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb850>
FC(F)(F)C(F)(F)C(F)(F)COC(Cl)=O,O=C(Cl)OCC(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb490>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)[Si]12OCCN(CCO1)CCO2,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbad0>
FC(F)(F)C(F)(F)C(F)(F)C(=O)N1CCCC1,O=C(N1CCCC1)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbf80>
OC\C(I)=C\C(F)(C(F)(F)F)C(F)(F)F,OC/C(I)=C/C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cba30>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)ON1C(=O)CCC1=O,O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON1C(=O)CCC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbee0>
CC(COC(=O)C(C)=C)OC(=O)NC1=C(C)C=CC(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb710>
CCCN(CCOC(=O)C(C)=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=C(C)C(=O)OCCN(CCC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbf30>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb620>
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb1c0>
CC1=C(NC2=C1C=CC=C2)C(F)(F)C(F)(F)C(F)(F)F,Cc1c(C(F)(F)C(F)(F)C(F)(F)F)[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cba80>
FC(F)(F)C(F)(C1=CC=C2NN=CC2=C1)C(F)(F)F,FC(F)(F)C(F)(c1ccc2[nH]ncc2c1)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbd00>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb120>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1COC(=O)O1,O=C1OCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb8a0>
COC(=O)CC(O)(O)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)CC(O)(O)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb2b0>
NC1=C(C=NC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Nc1ccncc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb3a0>
[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb350>
FC(=O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,O=C(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbc60>
CN(CC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)=O,CN(CC(=O)O)CC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb260>
[I-].CC[N+](C)(CC)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,CC[N+](C)(CC)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb990>
CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb8f0>
CCCC(O)C(F)(F)C(F)(F)C(F)(F)F,CCCC(O)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb440>
FC(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb080>
FC(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(OC(F)(C(F)(F)F)C1(F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C1(C(F)(F)F)C(F)(C(F)(F)F)OC(F)(C(F)(F)F)C1(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb0d0>
[I-].[H]N(CCC[N+](C)(C)C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb5d0>
CCOCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb760>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC1=CCCCC1,O=S(=O)(OC1=CCCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbbc0>
FC(F)(F)C(F)(F)C(F)(F)C1=CC(=NN1)C1=CC=CC=C1,FC(F)(F)C(F)(F)C(F)(F)c1cc(-c2ccccc2)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb7b0>
[OH-].[Na+].C[N+](C)(CCO)CCCN(CC(O)CS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)(CCO)CCCN(CC(O)CS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cbe40>
FC(F)(F)C(F)(F)C(F)(F)C(CC1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=C(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(Cc1ccc(P(c2ccccc2)c2ccc(CC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb530>
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2cb940>
