Order,RDKIT_SMILES,SMILES,MHFP,First_Class,Second_Class,docking_score,range of docking_score
310,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070 104111782  97181807 ... 330153186  14046279 151237944],PFAA precursors,PolyFAenes,-9.184,5
311,FC(F)(F)C(F)(/C=C\I)C(F)(F)F,FC(F)(F)C(F)(\C=C/I)C(F)(F)F,[122227890  65970803 161177566 ...  73265823  80526903 261466434],PFAA precursors,PolyFAenes,,18
312,CC(C)[SiH](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)C,CC(C)[SiH](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)C,[250618452 104111782  97181807 ...  93794068  43796935  35641632],Other PFASs,Si PFASs,,18
313,C[N+](C)([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[N+](C)([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[187923589  33988699  17313015 ... 136323818  90036311  29302852],PFAA precursors,PASF-based substances,-8.014,6
314,C=C(C)C(=O)OCC(C)OC(=O)Nc1cc(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,CC(COC(=O)C(C)=C)OC(=O)NC1=C(C)C=CC(NC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,[  1426846  33988699  17313015 ... 136323818 111393351  22160906],Other PFASs,Aromatic PFASs,,18
315,CO[Si](CCCNC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,CO[Si](CCCNC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,[ 41190720  33988699  47004287 ... 171882282  43796935  40607062],Other PFASs,Si PFASs,,18
316,O=C(Nc1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-][N+](=O)C1=CC=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[  7060930   8492060  97181807 ...  54552999  72176439 151237944],Other PFASs,Aromatic PFASs,-8.581,6
317,O=C(NCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  97181807 ... 194511214 281920279  52134646],Other PFASs,Amide derivatives,-9.047,5
318,OC/C(I)=C/C(F)(F)C(F)(F)C(F)(F)F,OC\C(I)=C\C(F)(F)C(F)(F)C(F)(F)F,[212738030 181216320 107816900 ... 330153186  14046279 151237944],PFAA precursors,PolyFAC derivatives,,18
319,FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,[250618452  19386904  60448284 ... 158871555 183390391 144588076],"Other PFASs, cyclic","Perfluoroalkyl-tert-amines, cyclic",-7.059,7
320,OCCC(I)CC(F)(F)C(F)(F)C(F)(F)F,OCCC(I)CC(F)(F)C(F)(F)C(F)(F)F,[250618452 101635087  68539864 ...  58849484  52429719  10360726],PFAA precursors,n:2 fluorotelomer-based substances,-8.954,6
321,CC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,[153245596 238524562  69997225 ... 607436712 124409255 117362326],PFAA precursors,PFAK derivatives,-6.883,8
322,C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-]S([O-])(=O)=O.C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[187923589  33988699  17313015 ... 136323818  90036311 151237944],PFAA precursors,PASF-based substances,-9.122,5
323,C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCC=C,[118684057  33988699  17313015 ... 136323818  90036311  45422808],PFAA precursors,PASF-based substances,-8.04,6
324,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,[156871382 101247092  20760171 ... 191610379  98940775  70269816],PFAA precursors,PolyFEAenes,-6.267,8
325,CCCC[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,F[P-](F)(F)(F)(F)F.CCCC[N+]1=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[28851494 61076321 97181807 ... 19156320 43796935   532776],Other PFASs,Aromatic PFASs,-9.215,5
326,OCC(F)(F)C(F)(F)C(F)(F)F,OCC(F)(F)C(F)(F)C(F)(F)F,[ 35941647  73299756 107816900 ... 413328262 128847015  46460802],PFAA precursors,n:1 FTOHs,-6.738,8
327,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,-9.444,5
328,O=[N+]([O-])c1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1,[O-][N+](=O)C1=CC=C(OCC(F)(F)C(F)(F)C(F)(F)F)C=C1,[  7060930  73299756 107816900 ... 144813810  42436471  46460802],Other PFASs,Aromatic PFASs,-7.966,7
329,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,F[P-](F)(F)(F)(F)F.C[N+]1=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[138895818 104111782  97181807 ... 171882282  43796935 143526838],Other PFASs,Aromatic PFASs,-7.831,7
330,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,[ 79523974  58869667 107816900 ...  88808901  68472071 151237944],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",-8.843,6
331,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[127781979 104111782  97181807 ...  16631887  43796935  10360726],PFAA precursors,PolyFACs,-9.19,5
332,OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 35941647  32511046  97181807 ... 611624164 269218407  46460802],PFAA precursors,PolyFEACs,-9.418,5
333,FC(F)(F)C(F)(F)C(F)(F)c1ccc(I)cc1,FC(F)(F)C(F)(F)C(F)(F)C1=CC=C(I)C=C1,[250618452  17872842 107816900 ... 176223008 145060199  97815462],Other PFASs,Aromatic PFASs,-8.942,6
334,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N1OC1(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N1OC1(F)C(F)(F)C(F)(F)C(F)(F)F,[ 47831606   5623845  23163289 ... 331114237 281920279 151237944],"Other PFASs, cyclic","others, cyclic",-7.581,7
335,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 104111782  63064138 ...  53870161 281920279 151237944],PFAA precursors,PFAIs,-7.043,7
336,Cc1ccc(NC(=O)OCCNCCCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1NC(=O)OCCNCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC1=C(NC(=O)OCCNCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C(NC(=O)OCCNCCCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[ 50934668  33988699  17313015 ... 155853978 111393351   3235642],Other PFASs,Aromatic PFASs,,18
337,O=S(=O)(N(CCO)CCO)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,OCCN(CCO)S(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[263850574  33988699  17313015 ... 133635739 252229687 261466434],PFAA precursors,PASF-based substances,-9.312,5
338,C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[I-].[H]N(CCC[N+](C)(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[187923589  33988699  17313015 ... 136323818  90036311  29302852],PFAA precursors,PASF-based substances,-6.733,8
339,O=S(=O)(O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[Na+].[O-]S(=O)(=O)C1=CC=C(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,[250618452  49322122  17313015 ... 136323818 111393351   9034880],Other PFASs,Aromatic PFASs,-9.367,5
340,O=C(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(Cl)=O,[111000236 104111782  97181807 ...   6444521  43796935 151237944],PFAA precursors,Acid chloride,-8.843,6
341,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[NH4+].[NH4+].[O-]P([O-])(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[171249045  71278405  95504826 ...  88808901  43796935 130781908],PFAA precursors,n:2 fluorotelomer-based substances,-9.14,5
342,OCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,OCC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465  90791381 107816900 ... 425465516  23638503  71007262],PFAA precursors,PolyFEACs,-8.306,6
343,CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ... 194511214 166016711 151237944],Other PFASs,Amide derivatives,-7.609,7
344,COC(=O)c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,COC(=O)C1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F,[343908383   8255570  78177578 ... 210694286   6451911  55994378],Other PFASs,Aromatic PFASs,-9.007,5
345,C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCCCOC(=O)C(C)=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846  33988699  17313015 ... 136323818 138388023  22160906],PFAA precursors,PASF-based substances,-9.176,5
346,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,-6.078,8
347,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,[250618452 104111782  97181807 ... 171882282  43796935 151237944],Other PFASs,Si PFASs,,18
348,CCOC(=O)C(C(C)=O)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)C(C(C)=O)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 228295174  14316170 ... 291378977 124409255 108474474],Polyfluoroalkyl acids,PolyFCA derivatives,-7.182,7
349,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)Nc1cccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,[K+].[H]N(C(=O)C1=C(C([O-])=O)C(Cl)=C(Cl)C(Cl)=C1Cl)C1=CC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=CC=C1,[ 29171094 104111782  17313015 ...  25560912  59872263   8690988],Other PFASs,Aromatic PFASs,-9.943,5
350,O=CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(=CC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  60964968 ...  48063029 188869799 151237944],Other PFASs,others,-8.292,6
351,CCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[178291359 104111782  97181807 ... 200578621  14046279  51400916],PFAA precursors,SFAenes,-8.902,6
352,Cc1ccc(S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[35941647 44409534 17313015 ...  4192194 49046199 46460802],Other PFASs,Aromatic PFASs,-9.076,5
353,C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(=O)C=C |lp:0:3,2:3,3:3,5:3,6:3,8:3,9:3,11:3,12:3,14:3,15:3,17:3,18:3,20:3,21:3,23:3,24:3,25:2,27:2,Sg:n:21,20,19:1-9:ht|",[ 14630029 104111782  97181807 ...  31235737 101296679 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,-8.57,6
354,C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,[ 28244035  16325564  17313015 ...   3633108  90036311 151237944],PFAA precursors,PASF-based substances,-10.622,4
355,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[Na+].CCN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 34574211  33988699  17313015 ... 136323818 138388023 110011752],PFAA precursors,PASF-based substances,-8.675,6
356,CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 186412826 281920279 151237944],Other PFASs,others,-9.385,5
357,O=c1[nH]cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(=O)[nH]1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CNC(=O)NC1=O,[  9818374  40626309  16073083 ... 269779738  22781943 107724166],Other PFASs,Aromatic PFASs,-7.88,7
358,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Perfluoroalkanes,-9.304,5
359,Cc1cnc(C(F)(F)C(F)(F)C(F)(F)F)c2ccccc12,CC1=C2C=CC=CC2=C(N=C1)C(F)(F)C(F)(F)C(F)(F)F,[123358859  39139378  61234772 ...  99595631 111883495 107724166],Other PFASs,Aromatic PFASs,-8.846,6
360,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,,18
361,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,,18
362,O=C(O)CCC(F)(C(F)(F)F)C(F)(F)F,OC(=O)CCC(F)(C(F)(F)F)C(F)(F)F,[275058003  14886905 232751249 ... 291378977 422801479 100125690],Polyfluoroalkyl acids,PolyFCAs,-6.087,8
363,FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)[Si](Cl)(Cl)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)F,FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)[Si](Cl)(Cl)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)F,[146941168  28448517  15632499 ...  11942334 167298583  66752976],Other PFASs,Si PFASs,,18
364,C=Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C)C=C1,[221156706  96422459 107816900 ... 321796966   3179815 107724166],Other PFASs,Aromatic PFASs,-9.431,5
365,FC(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)F,[250618452 320786895 107816900 ...  16631887 281920279 151237944],PFAA precursors,HFCs,-9.431,5
366,O=C(O)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,OC(=O)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,[250618452  75884555  87855067 ...  37687752  87201335 151237944],PFAAs,PFCAs,-7.14,7
367,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCBr,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCBr,[250618452 104111782  97181807 ...  16631887  43796935 151237944],Other PFASs,Polyfluoroalkanes,-8.248,6
368,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccsc1I,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=C(I)SC=C1,[ 51658521  71257929  26425151 ... 137526041 281920279 151237944],Other PFASs,Aromatic PFASs,-8.639,6
369,CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  14316170 ... 136323818 107222071  29302852],PFAA precursors,PASF-based substances,-7.215,7
370,CC1(C(=O)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCC1,CC1(CCCC1)C(=O)NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 107055568  17313015 ... 122801456  90036311  29302852],"PFAA precursors, cyclic","PASF-based substances, cyclic",-7.583,7
371,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  66003275  62348548 ... 317852915 110688727 144588076],Other PFASs,Perfluoroalkyl-tert-amines,,18
372,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)F,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)F,[156871382 101247092  20760171 ... 555222617  23638503  71007262],PFAA precursors,PolyFEAenes,-6.017,8
373,COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ... 291378977  23638503  71007262],Polyfluoroalkyl acids,PolyFCA derivatives,-9.349,5
374,CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,-9.739,5
375,OCCC(CCO)C(F)(F)C(F)(F)C(F)(F)F,OCCC(CCO)C(F)(F)C(F)(F)C(F)(F)F,[250618452 541103106 107816900 ... 297044159 281920279  10360726],PFAA precursors,PolyFACs,-8.692,6
376,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,CC1=CC(=CC=C1NC(=O)C1=CC=CC(I)=C1C(=O)NC(C)(C)CS(C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F,[ 91393791   9007240  17313015 ... 146482941 111393351  29116914],Other PFASs,Aromatic PFASs,-10.376,4
377,CCCCP(=O)(CCCC)Oc1ccc(CC(F)(F)C(F)(F)C(F)(F)F)cc1,CCCCP(=O)(CCCC)OC1=CC=C(CC(F)(F)C(F)(F)C(F)(F)F)C=C1,[ 66019528  71278405     94085 ... 289340717 281920279 151237944],Other PFASs,Aromatic PFASs,-9.462,5
378,CC(=O)OC(C)CC(F)(F)C(F)(F)C(F)(F)F,CC(CC(F)(F)C(F)(F)C(F)(F)F)OC(C)=O,[113638662 530772201 107816900 ... 185619265 133380679  73311480],Polyfluoroalkyl acids,PolyFCA derivatives,-7.296,7
379,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  17313015 ...   1243262 138388023  10360726],PFAA precursors,PASF-based substances,-8.902,6
380,CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,-8.046,6
381,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 104111782  63064138 ...  53870161 281920279 151237944],PFAA precursors,PFAIs,-8.752,6
382,OCC(O)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCC(O)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  44473385 ...  15634821  33758967 151237944],PFAA precursors,PolyFEACs,-11.125,3
383,FC(F)(OC(F)(F)C(F)(F)F)OC(F)(Cl)C(F)(F)Cl,FC(F)(F)C(F)(F)OC(F)(F)OC(F)(Cl)C(F)(F)Cl,[111000236  31130589 198471569 ...  34107840 101296679  36136210],Other PFASs,Polyfluoroalkyl ethers and derivatives,-5.969,9
